言語,Excel行,番号,単語,翻訳
中国語,99,12,分別（する）,分类
中国語,100,13,燃えないごみ,不可燃垃圾
中国語,101,14,燃えるごみ,可燃垃圾
中国語,102,15,挟まれる,被夹住
中国語,103,16,巻き込まれる,被卷进
中国語,104,17,やけど（する）,灼伤
中国語,105,18,落ちる,摔下来
中国語,106,19,すべる,滑
中国語,108,20,転ぶ,跌倒
中国語,109,21,濡れる,弄湿
中国語,110,22,衛生,卫生
中国語,111,23,避難（する）,逃生、避难疏散
中国語,112,24,救急車,救护车
中国語,113,25,災害,灾害
中国語,114,26,地震,地震
中国語,115,27,もぐる,钻到
中国語,117,1,火気厳禁,严禁烟火
中国語,118,2,開放厳禁,严禁开放
中国語,119,3,標識,标识
中国語,120,4,気をつける,注意、当心
中国語,121,5,持ち込む,带进
中国語,122,6,防ぐ,防止
中国語,123,7,火,火
中国語,124,8,煙,烟
中国語,125,9,消火,灭火
中国語,126,10,消火器,灭火器
中国語,127,11,非常ベル,消防警铃
中国語,128,12,火災報知機,火灾报警器
中国語,129,13,逃げる,逃离
中国語,130,14,現場,现场
中国語,131,15,作業,作业
中国語,132,16,ミーティング,会议
中国語,133,17,研修（する）,培训
中国語,134,18,実習（する）,实习
中国語,135,19,あいさつ,打招呼
中国語,136,20,確認（する）,确认
中国語,138,21,報告（する）,报告
中国語,139,22,連絡（する）,联络
中国語,140,23,相談（する）,商量
中国語,141,24,渡す,交给
中国語,142,25,申請書,申请书
中国語,143,26,寝坊（する）,睡懒觉
中国語,147,1,技能,
中国語,148,2,技能検定試験,
中国語,149,3,受検（する）,
中国語,150,4,資格,
中国語,151,5,手当,
中国語,152,6,社員,
中国語,153,7,部長,
中国語,154,8,課長,
中国語,155,9,更衣室,
中国語,156,10,台車,
中国語,157,11,床,
中国語,158,12,出口,
中国語,159,13,電気,
中国語,160,14,警報音,
中国語,161,15,コンセント,
中国語,162,16,作業場,
中国語,163,17,作業台,
中国語,164,18,工事現場,
中国語,165,19,職長,
中国語,166,20,作業責任者,
中国語,170,1,禁止,
中国語,171,2,表示板,
中国語,172,3,禁止事項,
中国語,173,4,避難訓練,
中国語,174,5,感電（する）,
中国語,175,6,防止（する）,
中国語,176,7,予防（する）,
中国語,177,8,転倒（する）,
中国語,178,9,挟まる,
中国語,179,10,足元,
中国語,180,11,不安定（な）,
中国語,181,12,後片付け,
中国語,182,13,救急箱,
中国語,183,14,絆創膏,
中国語,184,15,体調,
中国語,185,16,血,
中国語,186,17,熱中症,
中国語,187,18,吐き気,
中国語,188,19,嘔吐（する）,
中国語,189,20,足がつる,
中国語,190,21,気分が悪い,
中国語,191,22,寝不足,
中国語,192,23,安全ネット,
中国語,193,24,安全点検,
中国語,197,1,KY活動（危険予知活動）,KY活动（危险预测活动）
中国語,198,2,危険,危险
中国語,199,3,ぶつかる,碰撞
中国語,200,4,当たる,碰、砸
中国語,201,5,下敷きになる,被压在下面
中国語,202,6,打つ,打
中国語,203,7,バランスを崩す,失去平衡
中国語,204,8,倒れる,倒下、晕倒
中国語,205,9,転落（する）,跌倒、摔
中国語,206,10,指差呼称,手指呼号
中国語,207,11,ヒヤリハット,险兆
中国語,208,12,原因,原因
中国語,209,13,対策,对策
中国語,210,14,落下（する）,掉落
中国語,211,15,墜落（する）,坠落
中国語,212,16,確認（する）,确认
中国語,216,1,作業着,工装
中国語,218,2,作業服,工作服
中国語,219,3,作業靴,工作鞋
中国語,220,4,手袋,手套
中国語,223,5,帽子,帽子
中国語,224,6,保護帽（ヘルメット）,安全帽
中国語,226,7,保護具,防护用具
中国語,228,8,あごひも,帽带
中国語,229,9,ボタン,纽扣
中国語,231,10,ポケット,口袋
中国語,233,11,保護メガネ,防护眼镜
中国語,235,12,マスク,口罩
中国語,236,13,耳栓,耳栓
中国語,237,14,安全靴,安全鞋
中国語,238,15,墜落制止用器具（安全帯）,坠落防护装备（安全带）
中国語,242,16,業務,业务、工作
中国語,243,17,時間厳守,严守时间
中国語,244,18,予定,计划
中国語,245,19,日付,日期
中国語,246,20,準備（する）,准备
中国語,247,21,会議,会议
中国語,248,22,朝礼,晨会、早礼
中国語,249,23,報告書,报告书
中国語,250,24,マニュアル,手册
中国語,251,25,作業手順書,作业步骤手册
中国語,252,26,調子,情况、样子
中国語,254,1,立入禁止,禁止入内
中国語,255,2,禁煙,禁止吸烟
中国語,256,3,火気厳禁,严禁烟火
中国語,257,4,駐車禁止,禁止停车
中国語,258,5,足もと注意,注意脚下
中国語,259,6,開口部注意,当心开口处
中国語,260,7,感電注意,当心触电
中国語,261,8,堕落注意,当心坠落
中国語,262,9,頭上注意,当心头顶
中国語,263,10,警報設備,警报设备
中国語,265,11,消火器,灭火器
中国語,266,12,AED設置場所,AED（自动体外除颤器）设置点
中国語,267,13,保護帽着用,必须带安全帽
中国語,268,14,安全帯使用,必须系安全带
中国語,269,15,昇降階段,上下楼梯
中国語,270,16,休憩所,休息区
中国語,271,17,最大積載荷重,最大载荷
中国語,272,18,喫煙所,吸烟处
中国語,273,19,整理整頓,整理整顿
中国語,274,20,安全通路,安全通道
中国語,276,1,,
中国語,277,2,,
中国語,278,3,,
中国語,279,4,,
中国語,280,5,,
中国語,281,6,,
中国語,282,7,,
中国語,283,8,,
中国語,284,9,,
中国語,285,10,,
中国語,287,11,,
中国語,288,12,,
中国語,289,13,,
中国語,290,14,,
中国語,291,15,,
中国語,292,16,,
中国語,293,17,,
中国語,294,18,,
中国語,295,19,,
中国語,296,20,,
中国語,297,21,,
中国語,299,22,,
中国語,300,23,,
中国語,301,24,,
中国語,302,25,,
中国語,304,1,親綱,主绳
中国語,305,2,建枠（ビティ）,框架
中国語,306,3,メッシュシート,纱布、苫布
中国語,307,4,防音パネル,隔音板
中国語,308,5,朝顔材,炉腹材料、防护棚
中国語,309,6,架空線,架空电线
中国語,310,7,幅木（仮設足場）,挡板（脚手架）
中国語,311,8,単管,单管
中国語,312,9,脚立,双面梯
中国語,313,10,作業半径,工作半径
中国語,315,11,仮ボルト,临时螺栓
中国語,316,12,手直し,修改
中国語,317,13,面一,拉平
中国語,318,14,点検事項,检查项目
中国語,319,15,積載荷重,装载负荷
中国語,320,16,すき間,间隙、缝隙
中国語,321,17,通りを見る,看中心点排齐、对齐通端
中国語,322,18,組立,组装、搭建
中国語,323,19,地組,预先装配
中国語,324,20,天端,顶端
中国語,326,21,玉掛け,挂吊钩
中国語,327,22,合図,打信号
中国語,328,23,定格荷重,额定负载
中国語,329,24,たち,垂直度
中国語,330,25,職長,工长
中国語,332,1,安全カバー,安全罩
中国語,333,2,安全帯,安全带
中国語,334,3,インサート,插入、插件
中国語,335,4,スペーサ,隔板
中国語,336,5,鉄筋,钢筋
中国語,337,6,電工ドラム（ドラム）,电钻
中国語,338,7,電動丸のこ（電のこ）,电动圆锯机、电动圆盘锯
中国語,339,8,パッキン,垫圈
中国語,340,9,小バール,小铁挺
中国語,341,10,大バール,大铁挺
中国語,343,11,化粧合板,装饰合板
中国語,344,12,普通合板,普通合板
中国語,345,13,スタイロフォーム,泡沫塑料隔热板
中国語,346,14,面木,三角木条
中国語,347,15,バイブレーター,振动器
中国語,348,16,剥離剤,剥离剂
中国語,349,17,けこみ板,踏步踢面板
中国語,350,18,目地棒,接缝棒
中国語,351,19,コンクリート,混凝土
中国語,352,20,コンベックス,钢卷尺
中国語,354,21,作業用手袋,工作手套
中国語,355,22,差金,角尺
中国語,356,23,水平器,水平仪
中国語,357,24,墨さし,墨壶
中国語,358,25,墨つぼ,墨斗
中国語,360,1,"丸セパレーター
（丸セパ）",分离器、圆隔板
中国語,361,2,天端釘,顶端钉子
中国語,362,3,ケレン,表面处理、去掉多余的混凝土
中国語,363,4,型枠支保工,模板支架
中国語,364,5,"基礎型枠
（メタルフォーム）",基础模板
中国語,365,6,釘仕舞い,收拾钉子
中国語,366,7,スラブ天端,板顶端、板顶
中国語,367,8,高さ（タッパ）,高度
中国語,368,9,建込み,搭建
中国語,369,10,通り,通端
中国語,371,11,蹴上げ,踏级高度
中国語,372,12,蹴込み,踏级垂直挡板
中国語,373,13,工具の手入れ,维护工具
中国語,374,14,下げ振り,垂标坠
中国語,375,15,地墨,墨
中国語,376,16,捨てコンクリート,混凝土制模板
中国語,377,17,はね出し,踏板等成悬臂部位
中国語,378,18,はらみ,包藏、凸起、弯曲
中国語,379,19,前面,前面、正面
中国語,380,20,養生,保养、固化
中国語,382,21,レベル,水平
中国語,383,22,割付,分配、分割
中国語,384,23,埋め込み金物,预埋五金
中国語,385,24,解体する（バラス）,解体
中国語,386,25,かぶり寸法,涂面白变尺寸、保护层尺寸
中国語,388,1,異形棒鋼,异形条钢
中国語,389,2,結束線,多股胶合线、绑扎丝、捆结线
中国語,390,3,結束工具,捆扎工具
中国語,391,4,鉄筋切断機,钢筋切割机
中国語,392,5,鉄筋曲げ加工機,钢筋弯曲加工机
中国語,393,6,フック,钩
中国語,394,7,保護帽（ヘルメット）,安全帽
中国語,395,8,アンカー,锚固
中国語,396,9,加工場,加工场地
中国語,397,10,スペーサ―,横梁肋支架、调距模板
中国語,399,11,ドーナツ,间隔圈
中国語,400,12,加工配筋図,加工配筋图
中国語,401,13,配筋詳細図,配筋详细图
中国語,402,14,開口補強筋,开口加固筋
中国語,403,15,幅止め筋,宽固定筋
中国語,404,16,差筋,插筋
中国語,405,17,柱主筋,柱主筋
中国語,406,18,柱配筋,柱配筋
中国語,407,19,スラブ筋,板筋
中国語,408,20,ベース筋,基础筋
中国語,410,21,帯筋（フープ）,柱箍筋
中国語,411,22,下端筋,下端筋
中国語,412,23,上端筋,上端筋
中国語,413,24,主筋,主筋
中国語,414,25,あばら筋,梁箍筋
中国語,416,1,はかま筋,裤裙筋
中国語,417,2,縦筋,竖筋
中国語,418,3,下筋,下筋
中国語,419,4,横筋,横筋
中国語,420,5,腹筋,腹筋
中国語,421,6,配力筋,受力筋
中国語,422,7,上筋,上筋
中国語,423,8,スパイラル筋,螺纹钢筋
中国語,424,9,鉄筋径,钢筋直径
中国語,425,10,かぶり厚さ,保护层厚度
中国語,427,11,角度,角度
中国語,428,12,シングル,单
中国語,429,13,ダブル,双
中国語,430,14,千鳥結束,交错连结
中国語,431,15,切断寸法,切割尺寸
中国語,432,16,加工寸法,加工尺寸
中国語,433,17,重ね継手,搭接焊接头
中国語,434,18,圧接継手,加压焊接接头
中国語,435,19,開口部,开口部
中国語,436,20,溶接金網,焊接钢丝网
中国語,438,21,搬出,搬出
中国語,439,22,搬入,搬入
中国語,440,23,基礎,基础
中国語,441,24,機械式継手,机械式接头
中国語,442,25,配筋検査,配筋检查
中国語,444,1,トラクタ,拖拉机、牵引车
中国語,445,2,ブルドーザ,推土机
中国語,446,3,トラクタショベル,挖掘机
中国語,447,4,ホイルローダ,轮式装载机
中国語,448,5,ダンプトラック,自动装卸卡车
中国語,449,6,油圧ショベル,液压挖掘机
中国語,450,7,バックホウ,反向铲
中国語,451,8,ローディングショベル,装载机铲斗
中国語,452,9,ローラ,压路机
中国語,453,10,バケット,铲斗
中国語,455,11,ブーム,吊杆
中国語,456,12,アーム,起重臂
中国語,457,13,ブレード（排土板）,推土机刮板
中国語,458,14,タイヤ,轮胎
中国語,459,15,クローラ,履带
中国語,460,16,キー（鍵）,钥匙
中国語,461,17,"作業装置
（アタッチメント）",作业装置（附属装置）
中国語,462,18,エンジン,发动机
中国語,463,19,ディーゼルエンジン,柴油发动机
中国語,464,20,エンジンオイル,机油
中国語,466,21,"オルタネータ
（充電発電機）",交流发电机
中国語,467,22,バッテリ,蓄电池
中国語,468,23,燃料,燃料
中国語,469,24,軽油,汽油、轻油
中国語,470,25,ブレーキ,刹车
中国語,472,1,油圧シリンダ,液压缸
中国語,473,2,油圧モータ,液压马达
中国語,474,3,油圧ポンプ,液压泵
中国語,475,4,水漏れ,漏水
中国語,476,5,油漏れ,漏油
中国語,477,6,冷却水,冷却水
中国語,478,7,ブレーキ液,制动液、刹车油
中国語,479,8,燃料タンク,燃料罐
中国語,480,9,ファンベルト,风扇皮带
中国語,481,10,空気圧,气压
中国語,482,11,クラッチ,离合器
中国語,483,12,急発進,猛启动
中国語,484,13,急ブレーキ,急刹车
